PMID	KW1	KW2	link	link_explicit	QuerySet
32422528	antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32422528/"", ""32422528"")"	https://pubmed.ncbi.nlm.nih.gov/32422528	pmid-ICI_and_Colitis.txt
32702598	antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
32567084	antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
36338892	antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36338892/"", ""36338892"")"	https://pubmed.ncbi.nlm.nih.gov/36338892	pmid-ICI_and_Colitis.txt
32434876	antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32434876/"", ""32434876"")"	https://pubmed.ncbi.nlm.nih.gov/32434876	pmid-ICI_and_Colitis.txt
34162429	antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34162429/"", ""34162429"")"	https://pubmed.ncbi.nlm.nih.gov/34162429	pmid-ICI_and_Colitis.txt
33476895	antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
32567084	antineoplastic agents immunological/adverse effects	lymphocytes/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
34162429	antineoplastic agents immunological/adverse effects	metabolome/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34162429/"", ""34162429"")"	https://pubmed.ncbi.nlm.nih.gov/34162429	pmid-ICI_and_Colitis.txt
32567084	antineoplastic agents immunological/adverse effects	neutrophils/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
33476895	antineoplastic agents immunological/adverse effects	paclitaxel/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
32567084	antineoplastic agents immunological/adverse effects	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
32702598	antineoplastic agents immunological/adverse effects	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
33476895	antineoplastic agents immunological/adverse effects	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33476895	antineoplastic agents immunological/adverse effects	squamous cell carcinoma of head and neck/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33476895	antineoplastic agents immunological/adverse effects	tongue neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
36338892	antineoplastic agents immunological/adverse effects	vitamin d	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36338892/"", ""36338892"")"	https://pubmed.ncbi.nlm.nih.gov/36338892	pmid-ICI_and_Colitis.txt
32567084	antineoplastic agents immunological/adverse effects	vitamin d/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
36377339	antineoplastic agents immunological/therapeutic use	disease progression	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36377339/"", ""36377339"")"	https://pubmed.ncbi.nlm.nih.gov/36377339	pmid-ICI_and_Colitis.txt
36377339	antineoplastic agents immunological/therapeutic use	enterocolitis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36377339/"", ""36377339"")"	https://pubmed.ncbi.nlm.nih.gov/36377339	pmid-ICI_and_Colitis.txt
36377339	antineoplastic agents immunological/therapeutic use	gastritis/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36377339/"", ""36377339"")"	https://pubmed.ncbi.nlm.nih.gov/36377339	pmid-ICI_and_Colitis.txt
36377339	antineoplastic agents immunological/therapeutic use	glucocorticoids/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36377339/"", ""36377339"")"	https://pubmed.ncbi.nlm.nih.gov/36377339	pmid-ICI_and_Colitis.txt
33495297	APC	ARG1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	APC	azoxymethane/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	APC	b7-h1 antigen/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33495297	APC	colonic neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	APC	colorectal neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33495297	APC	dextran sulfate/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	APC	gene expression regulation neoplastic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	APC	ht29 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33495297	APC	immune checkpoint inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	APC	immune checkpoint inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	APC	interleukin-17/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	APC	lymphocytes tumor-infiltrating/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	APC	micrornas/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	APC	MIR15B	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33495297	APC	myeloid-derived suppressor cells/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	APC	NRF1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33495297	APC	PARP1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	APC	phthalazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	APC	piperazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	APC	poly(adp-ribose) polymerase inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	APC	t-lymphocytes cytotoxic/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33495297	APC	TIPARP	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	APC	tumor microenvironment/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33495297	ARG1	azoxymethane/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	cell line tumor	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	colonic neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	dextran sulfate/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	myeloid-derived suppressor cells/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	PARP1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	phthalazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	piperazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	poly(adp-ribose) polymerase inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	ARG1	TIPARP	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
36096534	arthritis/chemically induced	CHI3L1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	arthritis/chemically induced	CXCL8	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	arthritis/chemically induced	glucocorticoids	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	arthritis/chemically induced	IL17A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	arthritis/chemically induced	IL6	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	arthritis/chemically induced	nivolumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	bevacizumab/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	carcinoma renal cell/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	diabetes mellitus type 1/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	exanthema/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	fatigue/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	hepatitis autoimmune/etiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	hypophysitis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	ipilimumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	myasthenia gravis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	myocarditis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	nephritis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	nivolumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	axitinib/administration & dosage	pruritus/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	cell line tumor	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	colonic neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	dextran sulfate/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	myeloid-derived suppressor cells/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	PARP1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	phthalazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	piperazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	poly(adp-ribose) polymerase inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	azoxymethane/adverse effects	TIPARP	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
32389505	b7-h1 antigen/antagonists & inhibitors	biomarkers/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32389505/"", ""32389505"")"	https://pubmed.ncbi.nlm.nih.gov/32389505	pmid-ICI_and_Colitis.txt
32389505	b7-h1 antigen/antagonists & inhibitors	CD274	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32389505/"", ""32389505"")"	https://pubmed.ncbi.nlm.nih.gov/32389505	pmid-ICI_and_Colitis.txt
32702598	b7-h1 antigen/antagonists & inhibitors	CD274	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
32960847	b7-h1 antigen/antagonists & inhibitors	CD274	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32960847/"", ""32960847"")"	https://pubmed.ncbi.nlm.nih.gov/32960847	pmid-ICI_and_Colitis.txt
32960847	b7-h1 antigen/antagonists & inhibitors	colitis/epidemiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32960847/"", ""32960847"")"	https://pubmed.ncbi.nlm.nih.gov/32960847	pmid-ICI_and_Colitis.txt
32389505	b7-h1 antigen/antagonists & inhibitors	glycoproteins/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32389505/"", ""32389505"")"	https://pubmed.ncbi.nlm.nih.gov/32389505	pmid-ICI_and_Colitis.txt
32960847	b7-h1 antigen/antagonists & inhibitors	neoplasms/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32960847/"", ""32960847"")"	https://pubmed.ncbi.nlm.nih.gov/32960847	pmid-ICI_and_Colitis.txt
32702598	b7-h1 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
32960847	b7-h1 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32960847/"", ""32960847"")"	https://pubmed.ncbi.nlm.nih.gov/32960847	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	colorectal neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	gene expression regulation neoplastic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	ht29 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	IL17A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	interleukin-17/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	lymphocytes tumor-infiltrating/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	micrornas/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	MIR15B	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	b7-h1 antigen/genetics	NRF1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
